household_id,less_preferred_food_days,borrowed_food_days,reduced_meals_days,reduced_portion_days,adults_reduced_for_children_days,basic_needs_met
HH00372,2.0,2.0,,6.0,,Yes mostly
HH00373,1.0,1.0,2.0,6.0,1.0,Yes mostly
HH00374,7.0,3.0,2.0,4.0,4.0,Yes mostly
HH00375,2.0,1.0,5.0,1.0,,No
HH00376,7.0,3.0,3.0,1.0,4.0,Only some
HH00377,5.0,2.0,2.0,0.0,0.0,Yes fully
HH00378,2.0,1.0,1.0,5.0,4.0,Only some
HH00379,4.0,2.0,4.0,1.0,3.0,Yes mostly
HH00380,0.0,5.0,4.0,6.0,3.0,Yes fully
HH00381,7.0,3.0,3.0,4.0,1.0,Yes fully
HH00382,7.0,2.0,0.0,3.0,0.0,Yes fully
HH00383,2.0,2.0,0.0,6.0,1.0,Only some
HH00384,1.0,3.0,1.0,1.0,2.0,Yes mostly
HH00385,3.0,0.0,0.0,3.0,1.0,Yes fully
HH00386,6.0,3.0,2.0,1.0,0.0,Yes mostly
HH00387,5.0,0.0,2.0,1.0,0.0,No
HH00388,0.0,5.0,2.0,6.0,3.0,Only some
HH00389,0.0,3.0,5.0,4.0,3.0,Yes mostly
HH00390,1.0,0.0,1.0,1.0,0.0,Only some
HH00391,6.0,2.0,4.0,0.0,3.0,Yes fully
HH00392,2.0,5.0,1.0,2.0,4.0,No
HH00393,7.0,5.0,3.0,5.0,4.0,Yes fully
HH00394,2.0,0.0,5.0,1.0,0.0,Yes fully
HH00395,7.0,1.0,5.0,5.0,2.0,Yes mostly
HH00396,7.0,,3.0,0.0,0.0,Yes fully
HH00397,5.0,2.0,1.0,2.0,0.0,Yes fully
HH00398,1.0,5.0,2.0,3.0,4.0,Only some
HH00399,0.0,4.0,2.0,0.0,4.0,Yes mostly
HH00400,1.0,1.0,5.0,2.0,1.0,Yes fully
HH00401,5.0,1.0,2.0,1.0,2.0,Only some
HH00402,5.0,3.0,4.0,0.0,0.0,Only some
HH00403,7.0,3.0,5.0,0.0,4.0,No
HH00404,7.0,2.0,0.0,1.0,2.0,Yes fully
HH00405,2.0,2.0,5.0,5.0,1.0,No
HH00406,3.0,5.0,3.0,0.0,4.0,Only some
HH00407,6.0,3.0,3.0,3.0,0.0,Only some
HH00408,6.0,4.0,1.0,0.0,1.0,Yes mostly
HH00409,2.0,5.0,2.0,1.0,3.0,Yes mostly
HH00410,0.0,2.0,3.0,1.0,2.0,Yes fully
HH00411,0.0,4.0,1.0,2.0,3.0,Only some
HH00412,6.0,4.0,4.0,5.0,1.0,Only some
HH00413,2.0,1.0,4.0,2.0,3.0,Yes fully
HH00414,5.0,1.0,0.0,0.0,2.0,Yes mostly
HH00415,6.0,0.0,1.0,1.0,0.0,No
HH00416,7.0,3.0,3.0,2.0,1.0,Yes mostly
HH00417,3.0,4.0,4.0,1.0,1.0,Only some
HH00418,5.0,4.0,1.0,3.0,2.0,No
HH00419,1.0,2.0,5.0,2.0,2.0,Yes mostly
HH00420,7.0,4.0,3.0,5.0,2.0,Only some
HH00421,7.0,0.0,3.0,1.0,0.0,Only some
HH00422,3.0,3.0,0.0,4.0,4.0,Yes mostly
HH00423,2.0,2.0,3.0,0.0,3.0,Yes mostly
HH00424,5.0,4.0,4.0,6.0,3.0,No
HH00425,3.0,5.0,1.0,6.0,1.0,Yes fully
HH00426,5.0,3.0,3.0,1.0,3.0,Yes fully
HH00427,0.0,3.0,0.0,1.0,1.0,Yes mostly
HH00428,2.0,5.0,1.0,0.0,2.0,Only some
HH00429,6.0,2.0,0.0,6.0,1.0,Yes mostly
HH00430,7.0,0.0,4.0,0.0,,Yes mostly
HH00431,0.0,3.0,5.0,0.0,3.0,Yes mostly
HH00432,6.0,2.0,0.0,0.0,1.0,Yes mostly
HH00433,0.0,3.0,4.0,2.0,3.0,Only some
HH00434,6.0,4.0,3.0,6.0,2.0,No
HH00435,2.0,3.0,4.0,1.0,4.0,Yes mostly
HH00436,2.0,1.0,3.0,3.0,0.0,Only some
HH00437,5.0,3.0,5.0,4.0,4.0,Only some
HH00438,6.0,2.0,0.0,5.0,0.0,Only some
HH00439,3.0,1.0,0.0,4.0,2.0,Only some
HH00440,2.0,4.0,1.0,6.0,1.0,Yes fully
HH00441,7.0,1.0,4.0,4.0,3.0,Only some
HH00442,7.0,3.0,0.0,5.0,0.0,Only some
HH00443,4.0,5.0,0.0,2.0,1.0,Only some
HH00444,0.0,1.0,4.0,2.0,1.0,Yes mostly
HH00445,7.0,2.0,2.0,5.0,4.0,Yes fully
HH00446,4.0,1.0,4.0,6.0,2.0,Yes fully
HH00447,,2.0,2.0,0.0,0.0,Yes mostly
HH00448,0.0,1.0,0.0,3.0,3.0,Yes fully
HH00449,7.0,5.0,3.0,5.0,1.0,Yes mostly
HH00450,5.0,1.0,0.0,0.0,1.0,Yes fully
HH00451,1.0,3.0,2.0,2.0,2.0,Yes mostly
HH00452,2.0,0.0,5.0,3.0,3.0,No
HH00453,2.0,2.0,1.0,0.0,4.0,Yes mostly
HH00454,6.0,5.0,1.0,6.0,0.0,Yes mostly
HH00455,3.0,4.0,5.0,2.0,4.0,Only some
HH00456,6.0,1.0,1.0,5.0,4.0,Yes mostly
HH00457,5.0,5.0,2.0,2.0,1.0,Yes fully
HH00458,2.0,4.0,4.0,2.0,2.0,Only some
HH00459,3.0,2.0,0.0,6.0,1.0,Yes mostly
HH00460,6.0,5.0,0.0,5.0,2.0,Only some
HH00461,3.0,1.0,5.0,3.0,3.0,Yes fully
HH00462,5.0,1.0,5.0,3.0,3.0,Yes mostly
HH00463,0.0,5.0,5.0,5.0,2.0,Yes fully
HH00464,3.0,5.0,0.0,4.0,2.0,Yes mostly
HH00465,4.0,4.0,3.0,6.0,2.0,Only some
HH00466,2.0,1.0,5.0,2.0,2.0,Yes mostly
HH00467,6.0,1.0,5.0,0.0,0.0,Yes mostly
HH00468,1.0,3.0,2.0,1.0,,Yes fully
HH00469,6.0,0.0,2.0,3.0,3.0,Only some
HH00470,,5.0,0.0,2.0,4.0,Yes mostly
HH00471,3.0,5.0,0.0,5.0,4.0,Only some
HH00472,4.0,4.0,,6.0,4.0,Yes mostly
HH00473,2.0,5.0,1.0,1.0,3.0,No
HH00474,4.0,1.0,5.0,6.0,2.0,Yes mostly
HH00475,7.0,5.0,0.0,4.0,3.0,Only some
HH00476,3.0,,3.0,1.0,4.0,Yes mostly
HH00477,4.0,0.0,3.0,1.0,1.0,Yes mostly
HH00478,7.0,1.0,0.0,1.0,0.0,Only some
HH00479,7.0,4.0,2.0,3.0,1.0,No
HH00480,0.0,5.0,5.0,0.0,2.0,Only some
HH00481,5.0,3.0,0.0,0.0,3.0,Yes mostly
HH00482,6.0,1.0,0.0,5.0,2.0,Yes mostly
HH00483,7.0,3.0,0.0,3.0,4.0,Yes mostly
HH00484,6.0,3.0,0.0,3.0,1.0,Only some
HH00485,0.0,3.0,5.0,2.0,2.0,Yes mostly
HH00486,6.0,2.0,,3.0,4.0,Yes mostly
HH00487,6.0,0.0,1.0,2.0,0.0,Yes fully
HH00488,4.0,2.0,4.0,0.0,4.0,No
HH00489,0.0,5.0,5.0,3.0,0.0,Yes fully
HH00490,1.0,2.0,0.0,0.0,4.0,Yes mostly
HH00491,2.0,0.0,2.0,4.0,1.0,Yes fully
HH00492,6.0,2.0,1.0,6.0,3.0,Yes mostly
HH00493,1.0,,1.0,4.0,3.0,Yes fully
HH00494,5.0,3.0,5.0,4.0,1.0,Only some
HH00495,1.0,3.0,2.0,6.0,2.0,Yes mostly
HH00496,6.0,2.0,3.0,1.0,3.0,Yes fully
HH00497,0.0,0.0,0.0,5.0,4.0,Yes mostly
HH00498,1.0,2.0,1.0,1.0,0.0,Yes mostly
HH00499,0.0,0.0,2.0,0.0,,Only some
HH00500,4.0,3.0,3.0,1.0,4.0,Yes mostly
HH00501,6.0,2.0,5.0,3.0,2.0,Only some
HH00502,3.0,2.0,1.0,0.0,0.0,Yes mostly
HH00503,4.0,3.0,3.0,1.0,0.0,Yes fully
HH00504,5.0,4.0,2.0,,4.0,Yes mostly
HH00505,3.0,1.0,4.0,1.0,2.0,Yes mostly
HH00506,6.0,3.0,2.0,5.0,3.0,Yes mostly
HH00507,2.0,3.0,2.0,1.0,4.0,Yes mostly
HH00508,1.0,3.0,3.0,1.0,0.0,Only some
HH00509,1.0,2.0,2.0,0.0,2.0,Yes fully
HH00510,1.0,1.0,,2.0,0.0,Yes mostly
HH00511,0.0,1.0,0.0,5.0,4.0,Yes mostly
HH00512,0.0,0.0,2.0,,2.0,Yes mostly
HH00513,0.0,0.0,1.0,1.0,4.0,Yes mostly
HH00514,1.0,4.0,0.0,2.0,1.0,Only some
HH00515,5.0,0.0,0.0,4.0,0.0,Only some
HH00516,1.0,5.0,2.0,3.0,4.0,Only some
HH00517,4.0,,1.0,3.0,3.0,Yes fully
HH00518,0.0,1.0,4.0,6.0,0.0,Yes mostly
HH00519,6.0,2.0,3.0,5.0,3.0,Only some
HH00520,2.0,2.0,4.0,1.0,2.0,Yes mostly
HH00521,3.0,2.0,5.0,4.0,0.0,Only some
HH00522,5.0,2.0,4.0,5.0,1.0,Only some
HH00523,7.0,2.0,2.0,6.0,3.0,Yes mostly
HH00524,6.0,4.0,5.0,1.0,0.0,Yes fully
HH00525,3.0,2.0,2.0,5.0,1.0,Only some
HH00526,2.0,1.0,4.0,,1.0,Yes mostly
HH00527,,2.0,1.0,3.0,3.0,Yes fully
HH00528,0.0,5.0,5.0,0.0,4.0,Yes mostly
HH00529,2.0,5.0,1.0,4.0,3.0,Yes fully
HH00530,6.0,0.0,3.0,4.0,3.0,Only some
HH00531,2.0,3.0,2.0,3.0,0.0,Yes fully
HH00532,3.0,5.0,1.0,2.0,4.0,Only some
HH00533,0.0,1.0,1.0,1.0,0.0,No
HH00534,2.0,0.0,3.0,5.0,2.0,No
HH00535,0.0,1.0,0.0,6.0,4.0,Yes mostly
HH00536,3.0,1.0,1.0,0.0,1.0,Yes mostly
HH00537,,5.0,5.0,1.0,1.0,No
HH00538,7.0,1.0,0.0,4.0,0.0,Only some
HH00539,4.0,1.0,4.0,2.0,1.0,Yes mostly
HH00540,2.0,1.0,1.0,0.0,2.0,Only some
HH00541,4.0,2.0,1.0,0.0,2.0,Only some
HH00542,7.0,5.0,2.0,1.0,0.0,Only some
HH00543,1.0,0.0,2.0,6.0,1.0,No
HH00544,2.0,2.0,4.0,4.0,0.0,No
HH00545,4.0,3.0,4.0,1.0,1.0,Yes mostly
HH00546,0.0,0.0,2.0,0.0,3.0,Yes fully
HH00547,4.0,0.0,1.0,5.0,0.0,Only some
HH00548,1.0,5.0,0.0,2.0,0.0,Only some
HH00549,6.0,1.0,4.0,2.0,2.0,Only some
HH00550,6.0,1.0,5.0,3.0,2.0,Yes mostly
HH00551,0.0,2.0,0.0,1.0,4.0,Only some
HH00552,4.0,0.0,3.0,5.0,2.0,Yes mostly
HH00553,1.0,0.0,1.0,2.0,4.0,No
HH00554,4.0,0.0,1.0,4.0,3.0,Only some
HH00555,4.0,3.0,4.0,3.0,2.0,Yes mostly
HH00556,7.0,2.0,1.0,1.0,1.0,Only some
HH00557,1.0,1.0,1.0,,0.0,Only some
HH00558,4.0,5.0,0.0,0.0,3.0,Yes mostly
HH00559,7.0,1.0,5.0,5.0,4.0,Yes fully
HH00560,0.0,0.0,5.0,2.0,1.0,Only some
HH00561,2.0,0.0,5.0,4.0,1.0,Only some
HH00562,5.0,4.0,1.0,1.0,0.0,Yes mostly
HH00563,0.0,3.0,1.0,2.0,2.0,No
HH00564,1.0,1.0,5.0,2.0,1.0,No
HH00565,7.0,1.0,3.0,1.0,0.0,Only some
HH00566,4.0,1.0,1.0,2.0,0.0,No
HH00567,0.0,2.0,0.0,0.0,1.0,Yes mostly
HH00568,6.0,4.0,4.0,2.0,2.0,No
HH00569,4.0,3.0,4.0,0.0,2.0,No
HH00570,3.0,4.0,0.0,3.0,3.0,Only some
HH00571,7.0,0.0,2.0,0.0,2.0,Yes fully
HH00572,2.0,3.0,2.0,0.0,3.0,Yes fully
HH00573,3.0,4.0,2.0,3.0,1.0,Yes mostly
HH00574,4.0,1.0,2.0,2.0,1.0,Only some
HH00575,1.0,3.0,1.0,6.0,2.0,Yes mostly
HH00576,1.0,0.0,2.0,1.0,0.0,Only some
HH00577,1.0,5.0,5.0,2.0,3.0,Only some
HH00578,2.0,4.0,5.0,1.0,0.0,Yes mostly
HH00579,0.0,3.0,0.0,6.0,4.0,Yes fully
HH00580,4.0,3.0,4.0,5.0,4.0,Only some
HH00581,7.0,4.0,3.0,1.0,2.0,Yes mostly
HH00582,2.0,2.0,1.0,1.0,1.0,No
HH00583,0.0,5.0,1.0,1.0,1.0,No
HH00584,0.0,1.0,4.0,1.0,2.0,Yes mostly
HH00585,1.0,4.0,2.0,1.0,2.0,Only some
HH00586,4.0,4.0,0.0,5.0,0.0,Only some
HH00587,3.0,5.0,5.0,3.0,0.0,No
HH00588,3.0,0.0,5.0,2.0,3.0,Only some
HH00589,6.0,2.0,2.0,1.0,0.0,No
HH00590,3.0,3.0,2.0,1.0,2.0,Yes mostly
HH00591,4.0,3.0,2.0,3.0,4.0,Yes fully
HH00592,7.0,4.0,1.0,5.0,0.0,Only some
HH00593,1.0,3.0,0.0,3.0,4.0,Only some
HH00594,0.0,1.0,1.0,4.0,2.0,No
HH00595,1.0,4.0,2.0,1.0,2.0,Yes fully
HH00596,1.0,2.0,0.0,6.0,3.0,Yes mostly
HH00597,6.0,5.0,0.0,5.0,3.0,Only some
HH00598,7.0,3.0,5.0,6.0,,No
HH00599,4.0,3.0,5.0,4.0,0.0,Only some
HH00600,1.0,3.0,1.0,4.0,4.0,Yes mostly
HH00601,6.0,5.0,3.0,0.0,0.0,No
HH00602,7.0,5.0,0.0,1.0,4.0,Only some
HH00603,3.0,3.0,5.0,0.0,2.0,No
HH00604,5.0,3.0,4.0,3.0,2.0,Only some
HH00605,4.0,0.0,1.0,4.0,3.0,Yes fully
HH00606,4.0,0.0,1.0,0.0,4.0,No
HH00607,2.0,4.0,1.0,5.0,0.0,Yes mostly
HH00608,2.0,2.0,0.0,3.0,4.0,No
HH00609,2.0,2.0,2.0,4.0,3.0,Yes fully
HH00610,2.0,3.0,4.0,6.0,1.0,Only some
HH00611,6.0,1.0,4.0,4.0,2.0,Yes mostly
HH00612,6.0,1.0,0.0,0.0,3.0,Yes fully
HH00613,0.0,0.0,2.0,5.0,0.0,No
HH00614,0.0,4.0,4.0,6.0,2.0,Yes mostly
HH00615,3.0,3.0,5.0,0.0,3.0,Yes fully
HH00616,6.0,1.0,3.0,3.0,2.0,No
HH00617,4.0,3.0,4.0,3.0,,Yes mostly
HH00618,6.0,0.0,1.0,1.0,2.0,Only some
HH00619,5.0,4.0,5.0,1.0,2.0,No
HH00620,5.0,1.0,2.0,5.0,4.0,Yes mostly
HH00621,4.0,1.0,4.0,2.0,4.0,Yes fully
HH00622,0.0,5.0,1.0,3.0,4.0,Only some
HH00623,1.0,,1.0,5.0,0.0,Only some
HH00624,5.0,4.0,3.0,3.0,1.0,Yes fully
HH00625,2.0,3.0,3.0,6.0,4.0,Only some
HH00626,5.0,3.0,3.0,3.0,3.0,Yes mostly
HH00627,2.0,1.0,4.0,6.0,1.0,Yes fully
HH00628,0.0,1.0,4.0,1.0,3.0,Yes mostly
HH00629,5.0,5.0,1.0,6.0,2.0,No
HH00630,7.0,5.0,2.0,0.0,4.0,Yes mostly
HH00631,3.0,4.0,0.0,5.0,2.0,Yes mostly
HH00632,1.0,5.0,4.0,4.0,2.0,No
HH00633,3.0,4.0,0.0,3.0,3.0,Yes mostly
HH00634,7.0,2.0,0.0,6.0,0.0,No
HH00635,2.0,4.0,3.0,4.0,3.0,No
HH00636,0.0,4.0,5.0,4.0,1.0,Yes mostly
HH00637,6.0,0.0,2.0,5.0,0.0,Yes mostly
HH00638,1.0,5.0,1.0,5.0,0.0,Yes fully
HH00639,0.0,2.0,1.0,1.0,0.0,Yes fully
HH00640,5.0,1.0,5.0,5.0,0.0,Yes mostly
HH00641,2.0,2.0,3.0,4.0,0.0,Yes mostly
HH00642,1.0,1.0,2.0,0.0,1.0,Yes mostly
HH00643,0.0,1.0,5.0,6.0,4.0,Only some
HH00644,1.0,3.0,0.0,5.0,0.0,Yes mostly
HH00645,1.0,5.0,3.0,6.0,3.0,Yes mostly
HH00646,0.0,2.0,2.0,5.0,4.0,Yes fully
HH00647,2.0,1.0,1.0,2.0,4.0,Yes mostly
HH00648,6.0,4.0,5.0,2.0,1.0,Only some
HH00649,3.0,1.0,5.0,1.0,0.0,Only some
HH00650,0.0,3.0,5.0,2.0,1.0,Yes mostly
HH00651,7.0,1.0,0.0,,3.0,Only some
HH00652,5.0,1.0,4.0,5.0,3.0,Yes mostly
HH00653,7.0,1.0,2.0,5.0,0.0,No
HH00654,4.0,2.0,2.0,6.0,1.0,Yes mostly
HH00655,3.0,5.0,1.0,3.0,3.0,Only some
HH00656,4.0,4.0,3.0,6.0,3.0,Yes mostly
HH00657,0.0,4.0,5.0,1.0,1.0,Yes mostly
HH00658,3.0,0.0,1.0,3.0,4.0,Yes mostly
HH00659,3.0,0.0,3.0,5.0,4.0,Yes fully
HH00660,2.0,2.0,3.0,5.0,1.0,Only some
HH00661,6.0,5.0,3.0,5.0,2.0,Only some
HH00662,7.0,0.0,1.0,3.0,2.0,Yes fully
HH00663,3.0,4.0,0.0,0.0,3.0,No
HH00664,6.0,4.0,4.0,6.0,1.0,Yes fully
HH00665,1.0,1.0,3.0,2.0,1.0,No
HH00666,7.0,0.0,4.0,4.0,2.0,Yes mostly
HH00667,5.0,0.0,3.0,0.0,1.0,Yes mostly
HH00668,5.0,0.0,2.0,6.0,2.0,Yes fully
HH00669,4.0,5.0,1.0,1.0,4.0,Only some
HH00670,6.0,4.0,3.0,6.0,1.0,Only some
HH00671,4.0,4.0,4.0,5.0,4.0,Only some
HH00672,7.0,0.0,1.0,2.0,2.0,Yes mostly
HH00673,5.0,5.0,0.0,2.0,0.0,Yes fully
HH00674,3.0,4.0,0.0,6.0,2.0,Only some
HH00675,1.0,4.0,3.0,4.0,2.0,No
HH00676,7.0,2.0,1.0,4.0,0.0,Yes mostly
HH00677,0.0,1.0,4.0,4.0,2.0,Only some
HH00678,0.0,4.0,1.0,1.0,0.0,Only some
HH00679,0.0,0.0,2.0,0.0,3.0,Yes mostly
HH00680,0.0,1.0,1.0,0.0,2.0,Only some
HH00681,1.0,0.0,2.0,2.0,1.0,Yes fully
HH00682,3.0,0.0,4.0,4.0,0.0,Yes fully
HH00683,2.0,3.0,4.0,2.0,2.0,Only some
HH00684,3.0,1.0,4.0,1.0,3.0,No
HH00685,3.0,5.0,3.0,2.0,2.0,Yes mostly
HH00686,3.0,5.0,2.0,1.0,4.0,Yes fully
HH00687,0.0,1.0,1.0,3.0,0.0,Yes fully
HH00688,4.0,4.0,5.0,3.0,3.0,Yes mostly
HH00689,2.0,0.0,4.0,1.0,2.0,Only some
HH00690,4.0,1.0,5.0,0.0,1.0,Yes fully
HH00691,0.0,3.0,4.0,0.0,1.0,Yes fully
HH00692,6.0,1.0,0.0,2.0,2.0,Only some
HH00693,5.0,0.0,1.0,1.0,0.0,Yes fully
HH00694,2.0,0.0,2.0,,3.0,Yes mostly
HH00695,2.0,3.0,1.0,1.0,2.0,Only some
HH00696,2.0,1.0,5.0,0.0,3.0,Yes fully
HH00697,7.0,1.0,2.0,4.0,2.0,Yes mostly
HH00698,5.0,1.0,1.0,4.0,4.0,Yes fully
HH00699,3.0,5.0,3.0,4.0,0.0,Yes mostly
HH00700,5.0,5.0,2.0,1.0,2.0,No
HH00701,0.0,4.0,0.0,4.0,2.0,Only some
HH00702,6.0,0.0,5.0,6.0,1.0,Yes fully
HH00703,4.0,1.0,5.0,4.0,3.0,Yes fully
HH00704,2.0,5.0,4.0,2.0,1.0,Yes mostly
HH00705,,3.0,1.0,3.0,3.0,No
HH00706,0.0,0.0,4.0,5.0,4.0,Only some
HH00707,3.0,1.0,1.0,1.0,4.0,Only some
HH00708,7.0,4.0,5.0,5.0,3.0,Yes fully
HH00709,6.0,5.0,5.0,1.0,3.0,No
HH00710,0.0,2.0,1.0,6.0,4.0,Only some
HH00711,4.0,0.0,1.0,0.0,4.0,Yes mostly
HH00712,5.0,0.0,4.0,3.0,3.0,Yes mostly
HH00713,4.0,1.0,1.0,2.0,4.0,Yes mostly
HH00714,2.0,4.0,4.0,3.0,,Only some
HH00715,5.0,4.0,4.0,2.0,0.0,Yes mostly
HH00716,3.0,1.0,1.0,0.0,2.0,Yes mostly
HH00717,7.0,5.0,4.0,6.0,1.0,Only some
HH00718,6.0,5.0,0.0,3.0,4.0,Only some
HH00719,7.0,5.0,2.0,4.0,3.0,Yes mostly
HH00720,3.0,4.0,1.0,3.0,4.0,Yes mostly
HH00721,5.0,3.0,0.0,3.0,1.0,Yes fully
HH00722,1.0,5.0,4.0,4.0,4.0,Yes mostly
HH00723,6.0,4.0,0.0,2.0,0.0,Only some
HH00724,6.0,4.0,4.0,0.0,,Only some
HH00725,6.0,2.0,0.0,0.0,1.0,No
HH00726,0.0,1.0,5.0,3.0,2.0,Only some
HH00727,3.0,3.0,,1.0,3.0,Only some
HH00728,2.0,2.0,1.0,3.0,3.0,Yes mostly
HH00729,7.0,2.0,2.0,4.0,1.0,Yes fully
HH00730,4.0,4.0,3.0,4.0,2.0,No
HH00731,4.0,3.0,3.0,1.0,2.0,Only some
HH00732,3.0,1.0,0.0,4.0,3.0,No
HH00733,0.0,1.0,5.0,,1.0,Only some
HH00734,4.0,3.0,5.0,2.0,3.0,Yes mostly
HH00735,4.0,1.0,2.0,0.0,3.0,Yes fully
HH00736,3.0,1.0,3.0,3.0,3.0,Yes mostly
HH00737,5.0,1.0,1.0,4.0,4.0,Only some
HH00738,3.0,3.0,4.0,2.0,2.0,No
HH00739,5.0,2.0,3.0,4.0,2.0,Only some
HH00740,2.0,2.0,1.0,5.0,3.0,Yes mostly
HH00741,6.0,0.0,1.0,4.0,3.0,Yes mostly
HH00742,7.0,0.0,0.0,5.0,4.0,Yes fully
HH00743,3.0,4.0,4.0,1.0,2.0,Yes mostly
HH00744,0.0,5.0,0.0,2.0,3.0,No
HH00745,5.0,1.0,3.0,3.0,0.0,Only some
HH00746,7.0,5.0,4.0,1.0,2.0,Yes mostly
HH00747,5.0,3.0,0.0,6.0,1.0,No
